1.601159	1.272726773	0.0167	0.013849583
2.535168	1.136877191	0.0167	0.013849583
3.535892	1.284143898	0.0167	0.013849583
4.536617	1.077713432	0.0167	0.013849583
6.571423	1.05259141	0.0167	0.013849583
7.572147	1.186029226	0.0167	0.013849583
8.572871	1.042973296	0.0167	0.013849583
9.606953	1.141862078	0.0167	0.013849583
10.60768	1.010036748	0.0167	0.013849583
11.6084	1.142094129	0.0167	0.013849583
12.60913	0.966178573	0.0167	0.013849583
13.60985	1.076511721	0.0167	0.013849583
14.64393	0.971257337	0.0167	0.013849583
15.6113	1.034554231	0.0167	0.013849583
16.64538	0.956126483	0.0167	0.013849583
17.6461	0.996478908	0.0167	0.013849583
18.64683	0.924697861	0.0167	0.013849583
19.64755	0.990145141	0.0167	0.013849583
20.64828	0.886664548	0.0167	0.013849583
21.649	0.964310362	0.0167	0.013849583
22.64973	0.866406688	0.0167	0.013849583
23.65045	0.960967459	0.0167	0.013849583
24.65117	0.842638143	0.0167	0.013849583
25.6519	0.911246624	0.0167	0.013849583
26.65262	0.855289883	0.0167	0.013849583
27.65335	0.881649754	0.0167	0.013849583
28.65407	0.83866707	0.0167	0.013849583
29.6548	0.862110357	0.0167	0.013849583
30.65552	0.82425443	0.0167	0.013849583
31.65624	0.828629278	0.0167	0.013849583
32.65697	0.81183328	0.0167	0.013849583
33.65769	0.815961517	0.0167	0.013849583
34.65842	0.80066529	0.0167	0.013849583
35.65914	0.797186241	0.0167	0.013849583
36.65986	0.783300878	0.0167	0.013849583
37.62723	0.786860818	0.0167	0.013849583
38.62796	0.756702803	0.0167	0.013849583
39.62868	0.801536144	0.0167	0.013849583
40.6294	0.730603793	0.0167	0.013849583
41.63013	0.792310344	0.0167	0.013849583
42.63085	0.72237646	0.0167	0.013849583
43.63158	0.760119324	0.0167	0.013849583
44.6323	0.724058659	0.0167	0.013849583
45.59967	0.734921833	0.0167	0.013849583
46.60039	0.695040658	0.0167	0.013849583
47.60112	0.74077704	0.0167	0.013849583
48.60184	0.694268727	0.0167	0.013849583
49.60257	0.705751102	0.0167	0.013849583
50.56993	0.699301559	0.0167	0.013849583
51.57066	0.695492297	0.0167	0.013849583
52.57138	0.688166744	0.0167	0.013849583
53.5721	0.681978753	0.0167	0.013849583
54.57283	0.675261421	0.0167	0.013849583
55.5402	0.67220266	0.0167	0.013849583
56.54092	0.646722019	0.0167	0.013849583
57.54164	0.694331439	0.0167	0.013849583
58.54237	0.626761653	0.0167	0.013849583
59.50974	0.679623391	0.0167	0.013849583
60.51046	0.61971621	0.0167	0.013849583
61.47783	0.658365588	0.0167	0.013849583
62.47855	0.610622741	0.0167	0.013849583
