x y dx dy			
-1.396263402	2.107666667	0.00872665	0.01423375
-1.221730476	2.077666667	0.00872665	0.020627535
-1.047197551	2.030333333	0.00872665	0.024626498
-0.872664626	2.009	    0.008726658	0.029865605
-0.698131701	1.988	    0.00872665	0.037726358
-0.523598776	1.975	    0.00872665	0.050632911
-0.34906585	    1.96	    0.00872665	0.015306122
0.34906585	    1.959333333	0.00872665	0.076556652
0.523598776	    1.981333333	0.00872665	0.015141319
0.698131701	    1.982	    0.00872665	0.015136226
0.872664626	    2.014333333	0.00872665	0.014893265
1.047197551	    2.026666667	0.00872665	0.014802632
1.221730476	    2.073	    0.00872665	0.01447178
1.396263402	    2.099   	0.00872665	0.01429252
